name_code	kingdom	phylum	class	order	family	genus	specificEpithet	scientificName	infraspecies	scientificNameAuthorship	rank	iucn_code
380992	Animalia	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Hemimyzon	taitungensis	Hemimyzon taitungensis		Tzeng & Shen, 1981	species	VU
380993	Animalia	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Sinogastromyzon	puliensis	Sinogastromyzon puliensis		Liang, 1974	species	VU
381029	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Onychostoma	alticorpus	Onychostoma alticorpus		(Oshima, 1920)	species	EN
381097	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Pegasidae	Eurypegasus	draconis	Eurypegasus draconis		(Linnaeus, 1766)	species	DD
381098	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Pegasidae	Pegasus	laternarius	Pegasus laternarius		Cuvier, 1816	species	VU
381099	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Pegasidae	Pegasus	volitans	Pegasus volitans		Linnaeus, 1758	species	VU
381107	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Doryrhamphus	dactyliophorus	Doryrhamphus dactyliophorus		(Bleeker, 1853)	species	DD
381117	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	histrix	Hippocampus histrix		Kaup, 1853	species	DD
381118	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	kuda	Hippocampus kuda		Bleeker, 1852	species	VU
381767	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Favonigobius	reichei	Favonigobius reichei		(Bleeker, 1853)	species	LR/nt
383413	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Syngnathidae	Hippocampus	sindonis	Hippocampus sindonis		Jordan & Snyder, 1901	species	DD
381657	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Eleotris	melanosoma	Eleotris melanosoma		Bleeker, 1852	species	LR/nt
381835	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Redigobius	bikolanus	Redigobius bikolanus		(Herre, 1927)	species	LR/nt
381907	Animalia	Chordata	Actinopterygii	Perciformes	Kuhliidae	Kuhlia	marginata	Kuhlia marginata		(Cuvier, 1829)	species	LR/lc
382524	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Cromileptes	altivelis	Cromileptes altivelis		(Valenciennes 1828)	species	DD
382526	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	akaara	Epinephelus akaara		(Temminck & Schlegel, 1842)	species	EN
382535	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	coioides	Epinephelus coioides		(Hamilton, 1822)	species	NT
383455	Animalia	Chordata	Chondrichthyes	Lamniformes	Megachasmidae	Megachasma	pelagios	Megachasma pelagios		"Taylor, Compagno & Struhsaker, 1983 "	species	DD
383457	Animalia	Chordata	Chondrichthyes	Lamniformes	Mitsukurinidae	Mitsukurina	owstoni	Mitsukurina owstoni		Jordan, 1898	species	LC
381941	Animalia	Chordata	Actinopterygii	Perciformes	Labridae	Cheilinus	undulatus	Cheilinus undulatus		Rüppell, 1835	species	EN
381949	Animalia	Chordata	Actinopterygii	Perciformes	Labridae	Choerodon	schoenleinii	Choerodon schoenleinii		(Valenciennes, 1839)	species	NT
382500	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Thunnus	alalunga	Thunnus alalunga		(Bonnaterre, 1788)	species	DD
382501	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Thunnus	albacares	Thunnus albacares		(Bonnaterre, 1788)	species	LR/lc
382502	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Thunnus	obesus	Thunnus obesus		(Lowe, 1839)	species	VU
382513	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Cephalopholis	boenak	Cephalopholis boenak		(Bloch, 1790)	species	DD
382541	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	fuscoguttatus	Epinephelus fuscoguttatus		(Forsskål, 1775)	species	NT
382543	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	lanceolatus	Epinephelus lanceolatus		(Bloch, 1790)	species	VU
382586	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Plectranthias	whiteheadi	Plectranthias whiteheadi		Randall, 1980	species	VU
382589	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Plectropomus	leopardus	Plectropomus leopardus		(Lacepède, 1802)	species	NT
382692	Animalia	Chordata	Actinopterygii	Perciformes	Xiphiidae	Xiphias	gladius	Xiphias gladius		Linnaeus, 1758	species	EN
382788	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	masou formosanus	Oncorhynchus masou formosanus		(Jordan & Oshima, 1919)	species	CR
383217	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Cirrhigaleus	barbifer	Cirrhigaleus barbifer		Tanaka, 1912	species	NT
383220	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	megalops	Squalus megalops		(Macleay, 1881)	species	DD
383221	Animalia	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	mitsukurii	Squalus mitsukurii		Jordan & Snyder, 1903	species	NT
383032	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Lagocephalus	gloveri	Lagocephalus gloveri		Abe & Tabeta, 1983	species	DD
383037	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Sphoeroides	pachygaster	Sphoeroides pachygaster		(Müller & Troschel, 1848)	species	VU
383040	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Takifugu	niphobles	Takifugu niphobles		(Jordan & Snyder, 1901)	species	DD
383043	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Takifugu	poecilonotus	Takifugu poecilonotus		(Temminck & Schlegel, 1850)	species	DD
383047	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Takifugu	xanthopterus	Takifugu xanthopterus		(Temminck & Schlegel, 1850)	species	DD
383068	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	amblyrhynchos	Carcharhinus amblyrhynchos		(Bleeker, 1856)	species	LR/nt
383069	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	brachyurus	Carcharhinus brachyurus		(Günther, 1870)	species	VU
383070	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	brevipinna	Carcharhinus brevipinna		(Müller & Henle, 1839)	species	LR/nt
383071	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	dussumieri	Carcharhinus dussumieri		(Müller & Henle, 1839)	species	NT
383072	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	falciformis	Carcharhinus falciformis		(Müller & Henle, 1839)	species	LR/lc
383073	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	leucas	Carcharhinus leucas		(Müller & Henle, 1839)	species	LR/nt
383074	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	limbatus	Carcharhinus limbatus		(Müller & Henle, 1839)	species	VU
383075	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	longimanus	Carcharhinus longimanus		(Poey, 1861)	species	LR/nt
383076	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	macloti	Carcharhinus macloti		(Müller & Henle, 1839)	species	NT
383077	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	melanopterus	Carcharhinus melanopterus		(Quoy & Gaimard, 1824)	species	LR/nt
383078	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	obscurus	Carcharhinus obscurus		(Lesueur, 1818)	species	LR/nt
