name_code	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	scientificName	taxonRank
380551	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Neophocaena	phocaenoides		G. Cuvier, 1829	Neophocaena phocaenoides  G. Cuvier, 1829	species
380552	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter	macrocephalus		Linnaeus, 1758	Physeter macrocephalus  Linnaeus, 1758	species
380554	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Mesoplodon	densirostris		Blainville, 1817	Mesoplodon densirostris  Blainville, 1817	species
380555	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Mesoplodon	ginkgodens		Nishiwaki & Kamiya, 1958	Mesoplodon ginkgodens  Nishiwaki & Kamiya, 1958	species
380556	Animalia	Chordata	Mammalia	Cetacea	Ziphiidae	Ziphius	cavirostris		Cuvier	Ziphius cavirostris  Cuvier	species
380557	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Coelops	frithii	formosanus	Horikawa, 1928	Coelops frithii formosanus Horikawa, 1928	subspecies
380560	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	dasymallus	formosus	(Sclater, 1873)	Pteropus dasymallus formosus (Sclater, 1873)	subspecies
380580	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Chimarrogale	himalayica		(Gray, 1842)	Chimarrogale himalayica  (Gray, 1842)	species
380589	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	pentadactyla	pentadactyla	Linnaeus, 1758	Manis pentadactyla pentadactyla Linnaeus, 1758	subspecies
380590	Animalia	Chordata	Mammalia	Primate	Cercopithecidae	Macaca	cyclopis		(Swinhoe, 1863)	Macaca cyclopis  (Swinhoe, 1863)	species
